,poisonous,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
1257,0,f,others,n,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,k,s,g
1258,0,f,s,w,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,a,g
1259,1,f,s,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,g
1260,1,f,y,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,g
1261,1,f,y,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,g
1262,1,f,s,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,g
1263,0,x,s,w,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,k,a,g
1264,0,x,others,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,v,d
1265,0,f,s,w,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,a,g
1266,0,f,others,g,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,k,a,g
1267,1,f,y,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,v,u
1268,0,x,s,w,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,s,g
1269,0,x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d
1270,0,f,s,g,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,s,g
1271,0,x,s,w,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,s,g
1272,1,f,s,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,g
1273,0,f,others,n,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,n,a,g
1274,0,x,others,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g
1275,1,f,s,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,u
1276,0,x,others,n,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,a,g
1277,0,f,others,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
1278,0,x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g
1279,0,f,s,w,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,s,g
1280,0,others,y,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,others
1281,0,x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
1282,0,x,others,w,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,s,g
1283,0,x,s,n,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,n,s,g
1284,0,x,others,n,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,a,g
1285,0,f,others,g,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,k,a,g
1286,1,x,y,n,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,u
1287,0,f,s,g,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,k,s,g
1288,0,x,others,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,k,y,d
1289,0,f,s,w,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,a,g
1290,0,x,others,n,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d
1291,0,x,others,g,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,n,a,g
1292,0,x,others,w,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,a,g
1293,1,f,s,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,v,g
1294,1,f,s,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,g
1295,0,x,s,g,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,n,a,g
1296,0,x,others,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,v,d
1297,0,x,s,g,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,k,s,g
1298,0,x,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,k,s,p
1299,0,f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
1300,0,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
1301,0,x,others,g,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,a,g
1302,0,f,s,w,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,n,s,g
1303,0,x,others,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d
1304,0,f,s,g,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,a,g
1305,0,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,s,g
1306,0,f,others,n,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,n,s,g
1307,0,f,s,w,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,s,g
1308,0,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,a,g
1309,0,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g
1310,0,f,others,w,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,s,g
1311,0,f,s,n,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,a,g
1312,1,f,s,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,s,g
1313,0,x,others,g,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,n,a,g
1314,0,others,y,y,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,g
1315,0,f,others,n,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,s,g
1316,0,f,s,g,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,n,s,g
1317,0,x,others,n,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,y,d
1318,0,others,s,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,others
1319,0,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g
1320,0,f,others,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,y,d
1321,1,x,s,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g
1322,0,f,others,w,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,s,g
1323,1,f,y,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,s,u
1324,0,x,s,n,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,n,a,g
1325,0,f,s,n,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,a,g
1326,0,others,s,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,g
1327,0,f,s,g,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,a,g
1328,0,x,s,g,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,a,g
1329,0,f,others,g,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,k,s,g
1330,0,x,others,g,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,k,s,g
1331,0,f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g
1332,1,f,s,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,v,g
1333,0,f,others,g,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,a,g
1334,0,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,a,g
1335,0,x,others,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,k,y,d
1336,0,x,s,n,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,a,g
1337,0,x,others,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,y,d
1338,0,x,y,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,n,n,g
1339,0,f,others,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,s,g
1340,0,x,s,w,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,a,g
1341,0,f,others,n,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,a,g
1342,1,f,s,w,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u
1343,0,f,others,g,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,n,y,d
1344,0,f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
1345,0,f,others,w,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,k,a,g
1346,1,f,y,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,v,g
1347,0,x,s,w,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,s,g
1348,0,x,others,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d
1349,0,x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,v,d
1350,0,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,v,d
1351,0,f,s,n,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,s,g
1352,0,f,s,w,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,n,s,g
1353,0,f,s,n,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,a,g
1354,0,x,s,n,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,a,g
1355,0,f,others,w,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,k,a,g
1356,0,x,others,n,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,k,s,g
1357,0,f,others,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,a,g
1358,0,f,others,n,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,n,a,g
1359,0,f,s,w,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,s,g
1360,0,f,others,n,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,n,a,g
1361,1,f,y,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,u
1362,0,f,others,w,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,k,a,g
1363,0,f,s,w,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,s,g
1364,0,x,others,n,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,a,g
1365,0,f,others,w,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,n,s,g
1366,0,x,others,g,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,a,g
1367,0,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
1368,0,x,others,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d
1369,0,f,others,w,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,n,a,g
1370,0,f,others,n,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,s,g
1371,0,x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g
1372,0,x,others,w,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,k,s,g
1373,0,others,s,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,g
1374,1,x,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,g
1375,1,f,s,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,g
1376,0,f,others,w,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,k,s,g
1377,0,f,others,n,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,k,s,g
1378,1,f,y,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,g
1379,0,f,others,n,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,s,g
1380,1,x,s,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
1381,0,f,s,n,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,n,a,g
1382,1,f,y,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
1383,0,f,s,n,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,a,g
1384,0,f,s,g,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,k,a,g
1385,0,x,others,g,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,k,a,g
1386,0,f,others,n,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,n,s,g
1387,0,x,others,g,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d
1388,0,x,others,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,v,d
1389,0,x,others,n,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,s,g
1390,0,x,others,g,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,y,d
1391,0,x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,s,g
1392,0,f,s,w,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,k,a,g
1393,0,x,s,w,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,k,s,g
1394,0,f,others,g,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,k,s,g
1395,0,x,others,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,y,d
1396,0,x,s,w,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,s,g
1397,0,x,s,n,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,k,s,g
1398,0,f,s,g,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,s,g
1399,1,f,y,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,s,g
1400,0,f,s,n,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,k,s,g
1401,0,f,y,y,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,y,g
1402,0,x,others,g,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,y,d
1403,0,f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
1404,0,x,s,g,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,a,g
1405,1,f,y,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u
1406,0,x,s,w,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,k,a,g
1407,0,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,a,g
1408,0,f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g
1409,0,f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
1410,0,x,others,n,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,k,s,g
1411,0,f,s,n,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,s,g
1412,0,f,s,n,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,a,g
1413,0,x,others,w,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,n,a,g
1414,0,f,others,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,n,a,g
1415,0,f,others,n,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,k,a,g
1416,0,x,y,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,others
1417,0,x,s,n,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,a,g
1418,0,x,s,g,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,n,s,g
1419,0,f,s,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,a,g
1420,1,x,s,w,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,u
1421,0,x,s,w,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,s,g
1422,0,x,others,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d
1423,0,f,others,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
1424,0,x,s,g,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,a,g
1425,0,f,others,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
1426,0,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g
1427,0,x,s,g,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,k,s,g
1428,0,f,y,n,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,s,p
1429,1,f,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
1430,0,x,s,n,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,s,g
1431,0,x,others,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,v,d
1432,1,f,y,w,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,g
1433,1,x,s,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,u
1434,1,f,s,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u
1435,0,x,others,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,y,d
1436,0,others,y,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,others
1437,1,f,y,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,g
1438,0,f,others,w,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,a,g
1439,0,x,s,w,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,n,s,g
1440,0,x,others,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,y,d
1441,0,x,s,n,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,k,a,g
1442,0,f,others,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g
1443,0,f,others,n,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,s,g
1444,1,f,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u
1445,1,f,y,w,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,g
1446,0,x,s,n,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,s,g
1447,0,f,others,g,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,n,s,g
1448,0,x,others,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,k,v,d
1449,0,f,s,g,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,n,s,g
1450,0,f,others,n,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,k,a,g
1451,1,f,s,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,v,u
1452,0,x,others,n,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,a,g
1453,1,f,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,g
1454,0,x,s,g,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,k,a,g
1455,0,f,others,w,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,s,g
1456,0,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
1457,0,x,others,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,y,d
1458,0,x,s,n,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,s,g
1459,1,f,s,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,s,u
1460,0,x,others,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,v,d
1461,0,x,s,w,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,k,s,g
1462,0,f,s,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,s,g
1463,0,x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,others,v,d
1464,0,x,others,n,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,n,s,g
1465,0,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d
1466,0,x,others,n,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,y,d
1467,0,x,s,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,others,v,d
1468,0,f,others,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,a,g
1469,0,x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g
1470,0,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,y,d
1471,0,f,s,g,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,a,g
1472,1,f,s,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u
1473,0,f,others,w,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,s,g
1474,0,x,others,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,a,g
1475,0,f,others,n,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,s,g
1476,0,f,s,n,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,a,g
1477,0,x,others,w,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,a,g
1478,1,f,y,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,g
1479,0,x,others,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,n,s,g
1480,0,f,s,n,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,a,g
1481,0,x,s,n,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,s,g
1482,0,x,others,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g
1483,0,x,s,n,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,k,a,g
1484,0,f,y,y,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,y,g
1485,1,x,y,n,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u
1486,0,x,others,w,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,a,g
1487,0,f,s,w,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,k,s,g
1488,0,x,s,n,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,n,s,g
1489,1,f,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,g
1490,0,f,others,g,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,k,s,g
1491,1,f,s,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u
1492,0,f,s,n,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,s,g
1493,0,x,s,g,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,k,s,g
1494,0,x,others,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g
1495,0,f,others,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g
1496,0,f,s,g,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,n,s,g
1497,0,x,s,w,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,n,s,g
1498,0,x,others,n,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,k,a,g
1499,0,x,others,g,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,s,g
1500,0,f,others,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,a,g
1501,0,others,y,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,others
1502,0,f,others,g,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,n,s,g
1503,0,x,others,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,a,g
1504,0,f,others,w,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,a,g
1505,0,x,others,n,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,y,d
1506,1,f,s,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u
1507,0,x,others,n,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,y,d
1508,0,x,others,n,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,n,a,g
1509,0,x,others,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,y,d
1510,0,x,others,w,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,n,a,g
1511,0,f,s,g,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,k,s,g
1512,0,f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,a,g
1513,0,x,y,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,others
1514,0,x,others,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,others,v,d
1515,0,f,others,g,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,a,g
1516,0,f,others,n,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,n,a,g
1517,0,f,others,n,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,n,s,g
1518,0,others,y,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,g
1519,0,x,others,n,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,k,s,g
1520,0,x,y,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,n,s,g
1521,0,f,s,w,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,s,g
1522,0,x,s,w,f,n,f,w,b,others,t,e,s,s,w,w,w,o,e,n,a,g
1523,0,x,others,n,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,s,g
1524,0,x,s,n,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,n,a,g
1525,0,x,s,n,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,n,s,g
1526,0,x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,y,d
1527,0,f,s,g,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,k,s,g
1528,0,x,y,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,others
1529,0,x,s,w,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,k,a,g
1530,1,f,y,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,u
1531,0,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,s,g
1532,1,f,s,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,u
1533,0,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,s,g
1534,0,f,others,g,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,n,s,g
1535,1,x,s,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,g
1536,0,x,s,g,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,a,g
1537,1,x,s,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u
1538,0,x,s,g,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,n,s,g
1539,0,f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,s,g
1540,1,f,y,w,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,g
1541,0,x,others,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g
1542,0,x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,a,g
1543,0,x,others,w,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,n,s,g
1544,0,x,others,w,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,k,a,g
1545,0,x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,y,d
1546,1,f,s,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,u
1547,0,f,others,g,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,s,g
1548,0,x,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,k,y,g
1549,0,x,others,n,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,a,g
1550,0,f,others,n,f,n,f,w,b,others,t,e,others,others,w,w,w,o,e,k,a,g
